"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:17:44:81","ポゼッションエンド",,,,,,
="0:17:44:81","相手チーム",,,,,,
="0:18:07:38",,,"知久航介",,"ブロック",,
="0:18:23:90",,,"手塚貴大",,"インターセプト",,
="0:18:24:98","ポゼッションスタート",,,,,,
="0:18:24:98","相手チーム",,,,,,
="0:18:32:27","ポゼッションエンド",,,,,,
="0:18:32:27","相手チーム",,,,,,
="0:18:36:75",,,"山川哲史",,"クリア",,
="0:18:37:48","ポゼッションスタート",,,,,,
="0:18:37:48","相手チーム",,,,,,
="0:18:46:69","ポゼッションエンド",,,,,,
="0:18:46:69","相手チーム",,,,,,
="0:18:50:41",,,"山川哲史",,,"ファール",
="0:18:50:74","ポゼッションスタート",,,,,,
="0:18:50:74","筑波大学",,,,,,
="0:19:14:98","相手チーム","FK",,,,,
="0:19:35:70",,,"大川圭為",,"インターセプト",,
="0:19:42:53","ポゼッションエンド",,,,,,
="0:19:42:53","筑波大学",,,,,,
="0:20:15:28","ポゼッションスタート",,,,,,
="0:20:15:28","筑波大学",,,,,,
="0:20:20:20",,,"山川哲史",,"インターセプト",,
="0:20:22:50","ポゼッションエンド",,,,,,
="0:20:22:50","筑波大学",,,,,,
="0:20:38:82",,,"井川空",,"インターセプト",,
="0:20:54:32","ポゼッションスタート",,,,,,
="0:20:54:32","相手チーム",,,,,,
="0:20:56:92","相手チーム","スローイン",,,,,
="0:21:07:43","ポゼッションエンド",,,,,,
="0:21:07:43","相手チーム",,,,,,
="0:21:44:12",,,"手塚貴大",,"インターセプト",,
="0:21:45:15","ポゼッションスタート",,,,,,
="0:21:45:15","筑波大学",,,,,,
="0:21:46:58","ポゼッションエンド",,,,,,
="0:21:46:58","筑波大学",,,,,,
="0:22:28:24","ポゼッションスタート",,,,,,
="0:22:28:24","相手チーム",,,,,,
="0:22:28:38",,,"永満凌","ドリブル",,,
="0:22:49:66","ポゼッションエンド",,,,,,
="0:22:49:66","相手チーム",,,,,,
="0:23:06:15",,,"永満凌",,"インターセプト",,
="0:23:06:68","ポゼッションスタート",,,,,,
="0:23:06:68","筑波大学",,,,,,
="0:23:08:77","ポゼッションエンド",,,,,,
="0:23:08:77","筑波大学",,,,,,
="0:23:12:60",,,"知久航介","クロス",,,
="0:23:22:48",,,"井川空","ドリブル",,,
="0:23:22:68","ポゼッションスタート",,,,,,
="0:23:22:68","筑波大学",,,,,,
="0:23:28:24",,"スローイン","山原怜音",,,,
="0:23:41:65","ポゼッションエンド",,,,,,
="0:23:41:65","筑波大学",,,,,,
="0:23:58:32","ポゼッションスタート",,,,,,
="0:23:58:32","筑波大学",,,,,,
="0:24:01:42",,,"井川空","枠外シュート",,,
="0:24:06:61",,,"山原怜音","ドリブル",,,
="0:24:13:95","相手チーム","GK",,,,,
="0:24:32:23",,"スローイン","永満凌",,,,
="0:24:35:75","ポゼッションエンド",,,,,,
="0:24:35:75","筑波大学",,,,,,
="0:24:48:42","ポゼッションスタート",,,,,,
="0:24:48:42","相手チーム",,,,,,
="0:24:52:67",,,"永満凌",,,"ファール",
="0:25:03:50","相手チーム","FK",,,,,
="0:25:03:92","ポゼッションエンド",,,,,,
="0:25:03:92","相手チーム",,,,,,
="0:25:11:47","ポゼッションスタート",,,,,,
="0:25:11:47","筑波大学",,,,,,
="0:25:11:61",,,"加藤匠人",,"カット",,
="0:25:14:41","ポゼッションエンド",,,,,,
="0:25:14:41","筑波大学",,,,,,
="0:25:39:73",,,"永満凌","ドリブル",,,
="0:25:49:44",,,"永満凌","クロス",,,
