"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:59:99","筑波大学","キックオフ",,,,,
="0:01:01:37","ポゼッションスタート",,,,,,
="0:01:01:37","筑波大学",,,,,,
="0:01:15:59","ポゼッションエンド",,,,,,
="0:01:15:59","筑波大学",,,,,,
="0:01:15:75","相手チーム","スローイン",,,,,
="0:01:15:77",,,"池谷祐輔","ドリブル",,,
="0:01:34:07","ポゼッションスタート",,,,,,
="0:01:34:07","相手チーム",,,,,,
="0:01:43:48",,,"山川哲史",,"ブロック",,
="0:01:46:18","ポゼッションエンド",,,,,,
="0:01:46:18","相手チーム",,,,,,
="0:01:50:46","相手チーム",,,,,"ファール",
="0:01:59:18","ポゼッションスタート",,,,,,
="0:01:59:18","筑波大学",,,,,,
="0:02:08:67",,"FK","角田涼太郎",,,,
="0:02:23:17",,,"角田涼太郎","ドリブル",,,
="0:02:33:47",,,"角田涼太郎","ドリブル",,,
="0:02:38:27","ポゼッションエンド",,,,,,
="0:02:38:27","筑波大学",,,,,,
="0:02:39:60",,,"角田涼太郎",,,"オフサイド",
="0:03:00:53","相手チーム","FK",,,,,
="0:03:09:45",,,"高嶺朋樹",,"ブロック",,
="0:03:20:80",,,"森侑里",,"インターセプト",,
="0:03:36:66","相手チーム","スローイン",,,,,
="0:03:43:94","ポゼッションスタート",,,,,,
="0:03:43:94","筑波大学",,,,,,
="0:03:44:95",,,"池谷祐輔","ドリブル",,,
="0:03:45:04",,,"三浦雅人",,"インターセプト",,
="0:03:48:56","ポゼッションエンド",,,,,,
="0:03:48:56","筑波大学",,,,,,
="0:03:55:60",,"スローイン","三浦雅人",,,,
="0:04:01:14",,,"高嶺朋樹","ドリブル",,,
="0:04:13:26",,"スローイン","三浦雅人",,,,
="0:04:24:31",,"スローイン","三浦雅人",,,,
="0:04:28:25","ポゼッションスタート",,,,,,
="0:04:28:25","筑波大学",,,,,,
="0:04:42:99","ポゼッションエンド",,,,,,
="0:04:42:99","筑波大学",,,,,,
="0:04:44:85","ポゼッションスタート",,,,,,
="0:04:44:85","相手チーム",,,,,,
="0:04:49:97","ポゼッションエンド",,,,,,
="0:04:49:97","相手チーム",,,,,,
="0:04:55:99",,,"阿部航斗",,,,"キャッチ"
="0:04:59:04","ポゼッションスタート",,,,,,
="0:04:59:04","筑波大学",,,,,,
="0:05:15:56",,,"森侑里",,"インターセプト",,
="0:05:19:96","ポゼッションエンド",,,,,,
="0:05:19:96","筑波大学",,,,,,
="0:05:35:23","相手チーム","スローイン",,,,,
="0:05:42:35","ポゼッションスタート",,,,,,
="0:05:42:35","相手チーム",,,,,,
="0:05:54:07","ポゼッションエンド",,,,,,
="0:05:54:07","相手チーム",,,,,,
="0:06:00:87",,"GK","阿部航斗",,,,
="0:06:31:17",,,"山川哲史",,"インターセプト",,
="0:06:38:96","ポゼッションスタート",,,,,,
="0:06:38:96","相手チーム",,,,,,
="0:06:41:91",,,"森侑里",,"クリア",,
="0:07:01:87","相手チーム",,,,,"オフサイド",
="0:07:02:48","ポゼッションエンド",,,,,,
="0:07:02:48","相手チーム",,,,,,
="0:07:13:70",,"FK","阿部航斗",,,,
="0:07:35:47","ポゼッションスタート",,,,,,
="0:07:35:47","筑波大学",,,,,,
="0:07:46:51",,,"山川哲史","ドリブル",,,
="0:07:48:06","ポゼッションエンド",,,,,,
="0:07:48:06","筑波大学",,,,,,
="0:07:49:71","ポゼッションスタート",,,,,,
="0:07:49:71","相手チーム",,,,,,
="0:07:51:63","ポゼッションエンド",,,,,,
="0:07:51:63","相手チーム",,,,,,
="0:07:52:32",,,"高嶺朋樹",,"インターセプト",,
="0:08:00:24","ポゼッションスタート",,,,,,
="0:08:00:24","相手チーム",,,,,,
="0:08:12:85",,,"三笘薫",,"ブロック",,
="0:08:17:89","ポゼッションエンド",,,,,,
="0:08:17:89","相手チーム",,,,,,
="0:08:20:88",,,"角田涼太郎",,"ブロック",,
="0:08:58:15","相手チーム","CK",,,,,
="0:09:07:51",,,"阿部航斗",,,,"セービング"
="0:09:43:61","相手チーム","CK",,,,,
="0:09:50:50","相手チーム",,,,,"ファール",
="0:10:13:16",,"FK","阿部航斗",,,,
="0:10:24:65","ポゼッションスタート",,,,,,
="0:10:24:65","相手チーム",,,,,,
="0:10:24:80",,,"三浦雅人",,"ブロック",,
="0:10:37:82",,,"山原怜音",,"ブロック",,
