Player,: Iwamoto Sho,,,,,,,,,,,,,,,,,,,,,
Session,: 20190502 Top Kanto League 4sec vs Meiji Univ.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Start,28:35.6,,,,,,,,,,,,,,,,,,,,,
End,00:58.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Time,Cumulative Time,Heart Rate,Heart Rate Zone,Speed (km/h),Speed Zone,Distance (m),X (m),Y (m),Latitude,Longitude,Sats,Acceleration (m/s/s),Bodyload,Impact Z1,Impact Z2,Impact Z3,Impact Z4,Impact Z5,Impact Z6,Split Name,Acceleration Load (m/s/s),Filtered Velocity (km/h)
28:44.7,00:09.1,0,1,0,1,0,47.471,40.062,35.89769418,139.935872, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:44.8,00:09.2,0,1,0,1,0,47.518,40.047,35.89769418,139.935872, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:44.9,00:09.3,0,1,0,1,0,47.518,40.047,35.89769365,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:44.9,00:09.3,0,1,0,1,0,47.518,40.047,35.89769365,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.0,00:09.4,0,1,0,1,0,47.557,39.988,35.89769365,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.1,00:09.5,0,1,0,1,0,47.557,39.988,35.89769254,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.1,00:09.5,0,1,0,1,0,47.557,39.988,35.89769254,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.2,00:09.6,0,1,0,1,0,47.565,39.865,35.89769254,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.3,00:09.7,0,1,0,1,0,47.565,39.865,35.89769154,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.3,00:09.7,0,1,0,1,0,47.565,39.865,35.89769154,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.4,00:09.8,0,1,0,1,0,47.565,39.754,35.89769154,139.9358726, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.5,00:09.9,0,1,0,1,0,47.565,39.754,35.89769054,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.5,00:09.9,0,1,0,1,0,47.565,39.754,35.89769054,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.6,00:10.0,0,1,0,1,0,47.564,39.643,35.89769054,139.9358725, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.7,00:10.1,0,1,0,1,0,47.564,39.643,35.89768991,139.9358727, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.7,00:10.1,0,1,0,1,0,47.564,39.643,35.89768991,139.9358727, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.8,00:10.2,0,1,0,1,0,47.581,39.573,35.89768991,139.9358727, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.9,00:10.3,0,1,0,1,0,47.581,39.573,35.89768989,139.9358732, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:45.9,00:10.3,0,1,0,1,0,47.581,39.573,35.89768989,139.9358732, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.0,00:10.4,0,1,0,1,0,47.622,39.57,35.89768989,139.9358732, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.1,00:10.5,0,1,0,1,0,47.622,39.57,35.89769008,139.935874, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.1,00:10.5,0,1,0,1,0,47.622,39.57,35.89769008,139.935874, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.2,00:10.6,0,1,0,1,0,47.695,39.591,35.89769008,139.935874, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.3,00:10.7,0,1,0,1,0,47.695,39.591,35.89769031,139.9358746, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.3,00:10.7,0,1,0,1,0,47.695,39.591,35.89769031,139.9358746, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.4,00:10.8,0,1,0,1,0,47.747,39.618,35.89769031,139.9358746, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.5,00:10.9,0,1,0,1,0,47.747,39.618,35.8976901,139.9358753, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.5,00:10.9,0,1,0,1,0,47.747,39.618,35.8976901,139.9358753, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.6,00:11.0,0,1,0,1,0,47.811,39.594,35.8976901,139.9358753, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.7,00:11.1,0,1,0,1,0,47.811,39.594,35.89768944,139.9358763, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.7,00:11.1,0,1,0,1,0,47.811,39.594,35.89768944,139.9358763, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.8,00:11.2,0,1,0,1,0,47.9,39.521,35.89768944,139.9358763, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.9,00:11.3,0,1,0,1,0,47.9,39.521,35.89768892,139.9358773, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:46.9,00:11.3,0,1,0,1,0,47.9,39.521,35.89768892,139.9358773, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.0,00:11.4,0,1,0,1,0,47.991,39.463,35.89768892,139.9358773, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.1,00:11.5,0,1,0,1,0,47.991,39.463,35.89768825,139.9358783, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.1,00:11.5,0,1,0,1,0,47.991,39.463,35.89768825,139.9358783, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.2,00:11.6,0,1,0,1,0,48.078,39.389,35.89768825,139.9358783, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.3,00:11.7,0,1,0,1,0,48.078,39.389,35.89768812,139.9358799, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.3,00:11.7,0,1,0,1,0,48.078,39.389,35.89768812,139.9358799, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.4,00:11.8,0,1,0,1,0,48.222,39.374,35.89768812,139.9358799, T 10,0,0,0,0,0,0,0,0,71-75,0,0
28:47.5,00:11.9,0,1,3.012,1,0.152,48.316,39.37,35.89768799,139.935883, T 10,4.525,0,0,0,0,0,0,0,71-75,4.525,3.258
28:47.5,00:11.9,0,1,3.504,1,0.212,48.41,39.365,35.89768799,139.935883, T 10,4.525,0,0,0,0,0,0,0,71-75,4.525,3.258
