Player,: Oidi Yoshiatsu,,,,,,,,,,,,,,,,,,,,,
Session,: 20190506 Top Kanto League 5sec vs Juntendo Univ.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Start,30:35.2,,,,,,,,,,,,,,,,,,,,,
End,04:25.2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Time,Cumulative Time,Heart Rate,Heart Rate Zone,Speed (km/h),Speed Zone,Distance (m),X (m),Y (m),Latitude,Longitude,Sats,Acceleration (m/s/s),Bodyload,Impact Z1,Impact Z2,Impact Z3,Impact Z4,Impact Z5,Impact Z6,Split Name,Acceleration Load (m/s/s),Filtered Velocity (km/h)
30:45.5,00:10.3,0,1,0,1,0,22.909,56.305,35.89782248,139.9358098, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.5,00:10.3,0,1,0,1,0,22.909,56.305,35.89782248,139.9358098, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.6,00:10.4,0,1,0,1,0,22.918,56.325,35.89782248,139.9358098, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.7,00:10.5,0,1,0,1,0,22.918,56.325,35.89782263,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.7,00:10.5,0,1,0,1,0,22.918,56.325,35.89782263,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.8,00:10.6,0,1,0,1,0,22.904,56.342,35.89782263,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.9,00:10.7,0,1,0,1,0,22.904,56.342,35.89782285,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:45.9,00:10.7,0,1,0,1,0,22.904,56.342,35.89782285,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.0,00:10.8,0,1,0,1,0,22.905,56.367,35.89782285,139.9358097, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.1,00:10.9,0,1,0,1,0,22.905,56.367,35.89782296,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.1,00:10.9,0,1,0,1,0,22.905,56.367,35.89782296,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.2,00:11.0,0,1,0,1,0,22.9,56.38,35.89782296,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.3,00:11.1,0,1,0,1,0,22.9,56.38,35.89782286,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.3,00:11.1,0,1,0,1,0,22.9,56.38,35.89782286,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.4,00:11.2,0,1,0,1,0,22.895,56.368,35.89782286,139.9358096, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.5,00:11.3,0,1,0,1,0,22.895,56.368,35.89782287,139.9358093, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.5,00:11.3,0,1,0,1,0,22.895,56.368,35.89782287,139.9358093, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.6,00:11.4,0,1,0,1,0,22.868,56.37,35.89782287,139.9358093, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.7,00:11.5,0,1,0,1,0,22.868,56.37,35.89782292,139.9358092, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.7,00:11.5,0,1,0,1,0,22.868,56.37,35.89782292,139.9358092, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.8,00:11.6,0,1,0,1,0,22.864,56.374,35.89782292,139.9358092, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.9,00:11.7,0,1,0,1,0,22.864,56.374,35.89782288,139.9358091, T 13,0,0,0,0,0,0,0,0,,0,0
30:46.9,00:11.7,0,1,0,1,0,22.864,56.374,35.89782288,139.9358091, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.0,00:11.8,0,1,0,1,0,22.857,56.371,35.89782288,139.9358091, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.1,00:11.9,0,1,0,1,0,22.857,56.371,35.89782267,139.935809, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.1,00:11.9,0,1,0,1,0,22.857,56.371,35.89782267,139.935809, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.2,00:12.0,0,1,0,1,0,22.843,56.347,35.89782267,139.935809, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.3,00:12.1,0,1,0,1,0,22.843,56.347,35.89782261,139.9358088, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.3,00:12.1,0,1,0,1,0,22.843,56.347,35.89782261,139.9358088, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.4,00:12.2,0,1,0,1,0,22.83,56.34,35.89782261,139.9358088, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.5,00:12.3,0,1,0,1,0,22.83,56.34,35.89782261,139.9358087, T 13,0,0,0,0,0,0,0,0,,0,0
30:47.5,00:12.3,0,1,0,1,0,22.83,56.34,35.89782261,139.9358087, T 13,0,0,0,0,0,0,0,0,,0,0
