"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:14:48","ポゼッションスタート",,,,,,
="0:00:14:48","筑波大学",,,,,,
="0:00:18:01",,"キックオフ",,,,,
="0:00:20:95","ポゼッションエンド",,,,,,
="0:00:20:95","筑波大学",,,,,,
="0:00:28:86","ポゼッションスタート",,,,,,
="0:00:28:86","筑波大学",,,,,,
="0:00:44:07",,,"角田涼太郎","ドリブル",,,
="0:00:45:87","ポゼッションエンド",,,,,,
="0:00:45:87","筑波大学",,,,,,
="0:01:13:23","相手チーム","GK",,,,,
="0:01:20:61",,,"角田涼太郎",,"ブロック",,
="0:01:37:06",,"スローイン","三浦雅人",,,,
="0:01:39:09","ポゼッションスタート",,,,,,
="0:01:39:09","相手チーム",,,,,,
="0:01:44:43","ポゼッションエンド",,,,,,
="0:01:44:43","相手チーム",,,,,,
="0:01:45:53",,,"三浦雅人",,"ブロック",,
="0:01:55:84","相手チーム","スローイン",,,,,
="0:02:16:43",,"GK","大川圭為",,,,
="0:02:30:41",,"スローイン","三笘薫",,,,
="0:02:31:01","ポゼッションスタート",,,,,,
="0:02:31:01","筑波大学",,,,,,
="0:02:42:42","ポゼッションエンド",,,,,,
="0:02:42:42","筑波大学",,,,,,
="0:02:47:63",,"スローイン","山原怜音",,,,
="0:02:48:16","ポゼッションスタート",,,,,,
="0:02:48:16","筑波大学",,,,,,
="0:03:07:72","ポゼッションエンド",,,,,,
="0:03:07:72","筑波大学",,,,,,
="0:03:12:45","ポゼッションスタート",,,,,,
="0:03:12:45","筑波大学",,,,,,
="0:03:12:65",,,"知久航介",,"カット",,
="0:03:36:68","ポゼッションエンド",,,,,,
="0:03:36:68","筑波大学",,,,,,
="0:03:39:51","ポゼッションスタート",,,,,,
="0:03:39:51","筑波大学",,,,,,
="0:03:39:58",,,"角田涼太郎",,"インターセプト",,
="0:03:49:62",,,"三笘薫","ドリブル",,,
="0:04:02:20","ポゼッションエンド",,,,,,
="0:04:02:20","筑波大学",,,,,,
="0:04:32:20","相手チーム","GK",,,,,
="0:04:36:74",,,"角田涼太郎",,"ブロック",,
="0:04:42:21","ポゼッションスタート",,,,,,
="0:04:42:21","相手チーム",,,,,,
="0:04:46:68","ポゼッションエンド",,,,,,
="0:04:46:68","相手チーム",,,,,,
="0:04:49:62",,,"大川圭為",,,,"キャッチ"
="0:04:57:46","ポゼッションスタート",,,,,,
="0:04:57:46","筑波大学",,,,,,
="0:05:05:13","ポゼッションエンド",,,,,,
="0:05:05:13","筑波大学",,,,,,
="0:05:10:71",,"スローイン","三浦雅人",,,,
="0:05:17:95",,,"山川哲史",,"シュートブロック",,
="0:05:23:02","ポゼッションスタート",,,,,,
="0:05:23:02","相手チーム",,,,,,
="0:06:09:86","ポゼッションエンド",,,,,,
="0:06:09:86","相手チーム",,,,,,
="0:06:11:00","相手チーム",,,,,"オフサイド",
="0:06:24:45","ポゼッションスタート",,,,,,
="0:06:24:45","筑波大学",,,,,,
="0:06:24:58",,"FK","角田涼太郎",,,,
="0:06:38:73","ポゼッションエンド",,,,,,
="0:06:38:73","筑波大学",,,,,,
="0:06:44:20","ポゼッションスタート",,,,,,
="0:06:44:20","相手チーム",,,,,,
="0:06:45:00",,,"角田涼太郎",,"クリア",,
="0:06:55:58","ポゼッションエンド",,,,,,
="0:06:55:58","相手チーム",,,,,,
="0:06:55:78",,,"角田涼太郎",,"クリア",,
="0:07:00:58","相手チーム",,,,,"ファール",
="0:07:17:10",,"FK","大川圭為",,,,
="0:07:22:00","ポゼッションスタート",,,,,,
="0:07:22:00","相手チーム",,,,,,
="0:07:58:91","ポゼッションエンド",,,,,,
="0:07:58:91","相手チーム",,,,,,
="0:08:04:75","ポゼッションスタート",,,,,,
="0:08:04:75","筑波大学",,,,,,
="0:08:15:46",,,"山原怜音","ドリブル",,,
="0:08:41:38","ポゼッションエンド",,,,,,
="0:08:41:38","筑波大学",,,,,,
="0:08:41:88",,,"三浦雅人","ドリブル",,,
="0:08:42:85",,,"三笘薫",,,"オフサイド",
="0:09:02:04","ポゼッションスタート",,,,,,
="0:09:02:04","相手チーム",,,,,,
="0:09:02:50","相手チーム","FK",,,,,
="0:09:18:62","ポゼッションエンド",,,,,,
="0:09:18:62","相手チーム",,,,,,
="0:09:42:58",,"GK","大川圭為",,,,
="0:10:03:93",,"スローイン","山原怜音",,,,
="0:10:04:40","ポゼッションスタート",,,,,,
="0:10:04:40","筑波大学",,,,,,
="0:10:10:21","ポゼッションエンド",,,,,,
="0:10:10:21","筑波大学",,,,,,
="0:10:12:17","ポゼッションスタート",,,,,,
="0:10:12:17","相手チーム",,,,,,
="0:10:35:03","ポゼッションエンド",,,,,,
="0:10:35:03","相手チーム",,,,,,
