"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:00:00",,"キックオフ",,,,,
="0:00:05:03",,"スローイン","知久航介",,,,
="0:00:17:15","相手チーム","スローイン",,,,,
="0:00:22:48",,,"知久航介",,"クリア",,
="0:00:30:09","ポゼッションスタート",,,,,,
="0:00:30:09","相手チーム",,,,,,
="0:00:38:93","ポゼッションエンド",,,,,,
="0:00:38:93","相手チーム",,,,,,
="0:00:41:64","ポゼッションスタート",,,,,,
="0:00:41:64","筑波大学",,,,,,
="0:00:43:81",,,"三笘薫","ドリブル",,,
="0:00:47:38","ポゼッションエンド",,,,,,
="0:00:47:38","筑波大学",,,,,,
="0:00:58:05","ポゼッションスタート",,,,,,
="0:00:58:05","筑波大学",,,,,,
="0:00:58:32",,"スローイン","三浦雅人",,,,
="0:01:09:83",,,"三笘薫",,"インターセプト",,
="0:01:15:97","ポゼッションエンド",,,,,,
="0:01:15:97","筑波大学",,,,,,
="0:01:17:07",,,"知久航介","枠外シュート",,,
="0:01:39:93","相手チーム",,,,,"ファール",
="0:01:45:90","ポゼッションスタート",,,,,,
="0:01:45:90","筑波大学",,,,,,
="0:01:45:97",,"FK","山川哲史",,,,
="0:02:00:05",,,"三笘薫","ドリブル",,,
="0:02:14:76","ポゼッションエンド",,,,,,
="0:02:14:76","筑波大学",,,,,,
="0:02:15:16",,,"山原怜音","クロス",,,
="0:02:31:25","ポゼッションスタート",,,,,,
="0:02:31:25","相手チーム",,,,,,
="0:02:50:77","相手チーム",,,,,"ファール",
="0:02:50:80","ポゼッションエンド",,,,,,
="0:02:50:80","相手チーム",,,,,,
="0:03:00:68","ポゼッションスタート",,,,,,
="0:03:00:68","筑波大学",,,,,,
="0:03:00:98",,"FK","角田涼太郎",,,,
="0:03:12:29","ポゼッションエンド",,,,,,
="0:03:12:29","筑波大学",,,,,,
="0:03:17:79","相手チーム","スローイン",,,,,
="0:03:18:86","ポゼッションスタート",,,,,,
="0:03:18:86","相手チーム",,,,,,
="0:03:31:51","ポゼッションエンド",,,,,,
="0:03:31:51","相手チーム",,,,,,
="0:03:34:01","ポゼッションスタート",,,,,,
="0:03:34:01","筑波大学",,,,,,
="0:03:40:32","ポゼッションエンド",,,,,,
="0:03:40:32","筑波大学",,,,,,
="0:03:41:68",,,"三浦雅人","ドリブル",,,
="0:03:45:39",,"スローイン","三浦雅人",,,,
="0:03:49:19","ポゼッションスタート",,,,,,
="0:03:49:19","相手チーム",,,,,,
="0:04:05:94",,,"角田涼太郎",,"ブロック",,
="0:04:10:18","ポゼッションエンド",,,,,,
="0:04:10:18","相手チーム",,,,,,
="0:04:12:51",,,"森海渡",,,"ファール",
="0:04:22:62","ポゼッションスタート",,,,,,
="0:04:22:62","相手チーム",,,,,,
="0:04:22:96","相手チーム","FK",,,,,
="0:04:33:94","ポゼッションエンド",,,,,,
="0:04:33:94","相手チーム",,,,,,
="0:04:36:60","ポゼッションスタート",,,,,,
="0:04:36:60","筑波大学",,,,,,
="0:04:42:64",,,"大川圭為",,"クリア",,
="0:04:45:75","ポゼッションエンド",,,,,,
="0:04:45:75","筑波大学",,,,,,
="0:04:57:59",,"スローイン","三浦雅人",,,,
="0:04:57:79","ポゼッションスタート",,,,,,
="0:04:57:79","筑波大学",,,,,,
="0:05:03:70",,,"三浦雅人",,,"ファール",
="0:05:03:80","ポゼッションエンド",,,,,,
="0:05:03:80","筑波大学",,,,,,
="0:05:54:52","相手チーム","FK",,,,,
="0:06:00:29",,,"山川哲史",,"シュートブロック",,
="0:06:27:95","相手チーム","CK",,,,,
="0:06:33:29","相手チーム",,,,"被枠内シュート",,
="0:06:38:06","ポゼッションスタート",,,,,,
="0:06:38:06","筑波大学",,,,,,
="0:06:39:16",,,"大川圭為",,,,"セービング"
="0:06:43:47",,,"角田涼太郎",,"インターセプト",,
="0:06:45:40",,,"三笘薫","ドリブル",,,
="0:06:54:14",,,"知久航介",,"カット",,
