"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:06:60","ポゼッションスタート",,,,,,
="0:00:06:60","筑波大学",,,,,,
="0:00:11:77",,"キックオフ",,,,,
="0:00:12:21",,,"知久航介",,"クリア",,
="0:00:17:21",,,"加藤匠人",,"インターセプト",,
="0:00:18:38","ポゼッションエンド",,,,,,
="0:00:18:38","筑波大学",,,,,,
="0:00:19:85",,,"加藤匠人","枠外シュート",,,
="0:00:40:27","相手チーム","GK",,,,,
="0:00:47:68","ポゼッションスタート",,,,,,
="0:00:47:68","相手チーム",,,,,,
="0:00:53:08","ポゼッションエンド",,,,,,
="0:00:53:08","相手チーム",,,,,,
="0:00:54:35","相手チーム",,,,,"ファール",
="0:01:11:33",,"FK","角田涼太郎",,,,
="0:01:21:54",,,"角田涼太郎",,"クリア",,
="0:01:25:71",,,"池谷祐輔",,"インターセプト",,
="0:01:36:93",,,"三浦雅人","ドリブル",,,
="0:01:37:26","ポゼッションスタート",,,,,,
="0:01:37:26","筑波大学",,,,,,
="0:01:55:61","ポゼッションエンド",,,,,,
="0:01:55:61","筑波大学",,,,,,
="0:01:58:85","ポゼッションスタート",,,,,,
="0:01:58:85","筑波大学",,,,,,
="0:02:03:49",,,"岩本翔",,"インターセプト",,
="0:02:10:03",,,"大川圭為",,"クリア",,
="0:02:10:06","ポゼッションエンド",,,,,,
="0:02:10:06","筑波大学",,,,,,
="0:02:13:76","ポゼッションスタート",,,,,,
="0:02:13:76","相手チーム",,,,,,
="0:02:39:02","ポゼッションエンド",,,,,,
="0:02:39:02","相手チーム",,,,,,
="0:02:40:62",,,"三浦雅人",,"ブロック",,
="0:03:03:14","相手チーム","スローイン",,,,,
="0:03:07:62",,,"渡邊陽",,"ブロック",,
="0:03:13:69",,,"三浦雅人",,"ブロック",,
="0:03:17:69",,,"山川哲史",,"ブロック",,
="0:03:19:39","ポゼッションスタート",,,,,,
="0:03:19:39","相手チーム",,,,,,
="0:03:29:44","ポゼッションエンド",,,,,,
="0:03:29:44","相手チーム",,,,,,
="0:03:30:61",,,"池谷祐輔",,"クリア",,
="0:03:32:31","ポゼッションスタート",,,,,,
="0:03:32:31","相手チーム",,,,,,
="0:03:48:66","ポゼッションエンド",,,,,,
="0:03:48:66","相手チーム",,,,,,
="0:03:49:49",,,"知久航介",,"クリア",,
="0:03:58:60","相手チーム","スローイン",,,,,
="0:04:01:07","ポゼッションスタート",,,,,,
="0:04:01:07","相手チーム",,,,,,
="0:05:21:72","ポゼッションエンド",,,,,,
="0:05:21:72","相手チーム",,,,,,
="0:05:21:75",,,"角田涼太郎",,"インターセプト",,
="0:05:26:05","ポゼッションスタート",,,,,,
="0:05:26:05","筑波大学",,,,,,
="0:05:26:52",,,"角田涼太郎",,"カット",,
="0:05:28:06",,,"角田涼太郎","ドリブル",,,
="0:05:32:96","ポゼッションエンド",,,,,,
="0:05:32:96","筑波大学",,,,,,
="0:05:34:16",,,"池谷祐輔","枠外シュート",,,
="0:06:05:86","相手チーム","GK",,,,,
="0:06:09:90",,,"山川哲史",,"ブロック",,
="0:06:19:21","ポゼッションスタート",,,,,,
="0:06:19:21","相手チーム",,,,,,
="0:06:20:94","相手チーム","スローイン",,,,,
="0:06:52:27",,,"角田涼太郎",,"ブロック",,
="0:06:53:41","ポゼッションエンド",,,,,,
="0:06:53:41","相手チーム",,,,,,
="0:07:13:76",,"スローイン","山原怜音",,,,
="0:07:16:26","ポゼッションスタート",,,,,,
="0:07:16:26","筑波大学",,,,,,
="0:07:22:94",,,"大川圭為",,"クリア",,
="0:07:26:44","ポゼッションエンド",,,,,,
="0:07:26:44","筑波大学",,,,,,
="0:07:29:54",,,"岩本翔",,,"オフサイド",
="0:07:33:28","相手チーム","FK",,,,,
="0:07:34:32","ポゼッションスタート",,,,,,
="0:07:34:32","相手チーム",,,,,,
="0:08:17:36",,,"山川哲史",,"ブロック",,
="0:08:17:63","ポゼッションエンド",,,,,,
="0:08:17:63","相手チーム",,,,,,
="0:08:25:03","ポゼッションスタート",,,,,,
="0:08:25:03","相手チーム",,,,,,
="0:08:28:30",,,"加藤匠人",,"クリア",,
="0:08:28:94","ポゼッションエンド",,,,,,
="0:08:28:94","相手チーム",,,,,,
="0:08:34:84","ポゼッションスタート",,,,,,
="0:08:34:84","相手チーム",,,,,,
="0:08:48:46",,,"角田涼太郎",,"インターセプト",,
="0:08:48:72","ポゼッションエンド",,,,,,
="0:08:48:72","相手チーム",,,,,,
="0:08:50:89","ポゼッションスタート",,,,,,
="0:08:50:89","相手チーム",,,,,,
="0:08:54:10",,,"岩本翔",,,"ファール",
="0:08:59:70","相手チーム","FK",,,,,
="0:09:21:72",,,"池谷祐輔",,"ブロック",,
="0:09:31:00",,,"池谷祐輔",,,"ファール",
="0:09:31:37","ポゼッションエンド",,,,,,
="0:09:31:37","相手チーム",,,,,,
="0:10:17:38","相手チーム","FK",,,,,
="0:10:21:25",,,"森海渡",,"ブロック",,
="0:10:27:19",,,"山原怜音",,"クリア",,
="0:10:28:82","相手チーム","スローイン",,,,,
="0:10:34:43",,,"知久航介",,"カット",,
="0:10:38:40",,,"知久航介",,"クリア",,
="0:10:39:53","ポゼッションスタート",,,,,,
="0:10:39:53","相手チーム",,,,,,
="0:11:04:56","ポゼッションエンド",,,,,,
="0:11:04:56","相手チーム",,,,,,
="0:11:30:29",,"GK","大川圭為",,,,
="0:11:46:27","相手チーム","スローイン",,,,,
="0:11:47:67",,,"山川哲史",,"ブロック",,
="0:11:48:04","ポゼッションスタート",,,,,,
="0:11:48:04","筑波大学",,,,,,
="0:11:50:91","ポゼッションエンド",,,,,,
="0:11:50:91","筑波大学",,,,,,
="0:11:53:44","ポゼッションスタート",,,,,,
="0:11:53:44","相手チーム",,,,,,
="0:11:59:38",,,"渡邊陽",,"ブロック",,
="0:12:12:29","ポゼッションエンド",,,,,,
="0:12:12:29","相手チーム",,,,,,
="0:12:13:50",,,"三浦雅人",,"ブロック",,
="0:12:54:34","相手チーム","FK",,,,,
="0:12:59:31","相手チーム",,,,"被枠外シュート",,
="0:13:28:97",,"GK","大川圭為",,,,
="0:14:13:45","相手チーム","スローイン",,,,,
="0:14:15:82","ポゼッションスタート",,,,,,
="0:14:15:82","相手チーム",,,,,,
="0:14:32:23","ポゼッションエンド",,,,,,
="0:14:32:23","相手チーム",,,,,,
="0:14:33:60","相手チーム",,,,,"ファール",
="0:14:59:23",,"FK","大川圭為",,,,
="0:15:07:77",,,"森海渡",,,"オフサイド",
="0:15:15:18","相手チーム","FK",,,,,
="0:15:15:78","ポゼッションスタート",,,,,,
="0:15:15:78","相手チーム",,,,,,
="0:15:26:79",,,"山川哲史",,"インターセプト",,
="0:15:27:56","ポゼッションエンド",,,,,,
="0:15:27:56","相手チーム",,,,,,
="0:15:30:76","ポゼッションスタート",,,,,,
="0:15:30:76","相手チーム",,,,,,
="0:16:05:33","相手チーム",,,,"被枠内シュート",,
="0:16:06:16","ポゼッションエンド",,,,,,
="0:16:06:16","相手チーム",,,,,,
="0:16:11:67",,,"山川哲史",,"クリア",,
="0:16:43:87","相手チーム","CK",,,,,
="0:17:16:33",,"GK","大川圭為",,,,
="0:17:32:81",,"スローイン","三浦雅人",,,,
="0:17:38:42","ポゼッションスタート",,,,,,
="0:17:38:42","筑波大学",,,,,,
="0:17:45:53",,,"三浦雅人","ドリブル",,,
="0:17:50:27","ポゼッションエンド",,,,,,
="0:17:50:27","筑波大学",,,,,,
="0:17:56:74",,,"角田涼太郎",,"カット",,
="0:18:03:04",,,"角田涼太郎","ドリブル",,,
="0:18:22:56",,"スローイン","岩本翔",,,,
="0:19:14:05",,"CK","加藤匠人",,,,
="0:19:21:59",,,"森海渡","枠内シュート",,,
="0:19:29:46",,,"三浦雅人",,"クリア",,
="0:19:31:70","相手チーム","スローイン",,,,,
="0:19:39:57",,,"知久航介",,"ブロック",,
="0:20:24:99","相手チーム","CK",,,,,
="0:20:28:52","相手チーム",,,,"被枠内シュート",,
="0:20:32:49",,,"大川圭為",,,,"セービング"
="0:20:48:41","相手チーム",,,,,"ファール",
="0:21:39:79",,"FK","山原怜音",,,,
="0:21:43:06",,,"山原怜音","枠内シュート",,,
="0:21:47:57",,,"渡邊陽",,"ブロック",,
="0:21:56:75","ポゼッションスタート",,,,,,
="0:21:56:75","相手チーム",,,,,,
="0:22:16:80","ポゼッションエンド",,,,,,
="0:22:16:80","相手チーム",,,,,,
="0:22:28:58","交代",,"岩本翔",,,,
="0:22:28:58",,,"森侑里",,,,
="0:23:25:57",,"スローイン","角田涼太郎",,,,
="0:23:31:24",,,"三浦雅人",,"ブロック",,
="0:23:33:07","ポゼッションスタート",,,,,,
="0:23:33:07","筑波大学",,,,,,
="0:23:45:92",,,"岩本翔","ドリブル",,,
="0:23:46:65","ポゼッションエンド",,,,,,
="0:23:46:65","筑波大学",,,,,,
="0:24:05:64",,"スローイン","角田涼太郎",,,,
="0:24:09:41","ポゼッションスタート",,,,,,
="0:24:09:41","相手チーム",,,,,,
="0:24:40:18","ポゼッションエンド",,,,,,
="0:24:40:18","相手チーム",,,,,,
="0:25:12:31",,"GK","大川圭為",,,,
="0:25:22:48","ポゼッションスタート",,,,,,
="0:25:22:48","相手チーム",,,,,,
="0:25:57:79",,,"渡邊陽",,,"ファール",
="0:25:58:72","ポゼッションエンド",,,,,,
="0:25:58:72","相手チーム",,,,,,
="0:26:06:73","相手チーム","FK",,,,,
="0:26:10:70","ポゼッションスタート",,,,,,
="0:26:10:70","相手チーム",,,,,,
="0:26:24:48","ポゼッションエンド",,,,,,
="0:26:24:48","相手チーム",,,,,,
="0:26:50:37",,"GK","大川圭為",,,,
="0:27:01:38","ポゼッションスタート",,,,,,
="0:27:01:38","相手チーム",,,,,,
="0:27:20:70","ポゼッションエンド",,,,,,
="0:27:20:70","相手チーム",,,,,,
="0:27:20:74",,,"山原怜音",,"インターセプト",,
="0:27:23:07","ポゼッションスタート",,,,,,
="0:27:23:07","筑波大学",,,,,,
="0:27:25:31",,,"山原怜音","ドリブル",,,
="0:27:30:88","ポゼッションエンド",,,,,,
="0:27:30:88","筑波大学",,,,,,
="0:27:32:55","ポゼッションスタート",,,,,,
="0:27:32:55","相手チーム",,,,,,
="0:28:07:65","ポゼッションエンド",,,,,,
="0:28:07:65","相手チーム",,,,,,
="0:28:35:91",,"GK","大川圭為",,,,
="0:28:49:06",,,"知久航介",,"カット",,
="0:28:54:16","ポゼッションスタート",,,,,,
="0:28:54:16","相手チーム",,,,,,
="0:29:33:67","ポゼッションエンド",,,,,,
="0:29:33:67","相手チーム",,,,,,
="0:29:33:87",,,"大川圭為",,,,"キャッチ"
="0:29:50:59",,,"三浦雅人",,"インターセプト",,
="0:29:51:59","ポゼッションスタート",,,,,,
="0:29:51:59","相手チーム",,,,,,
="0:29:57:89","ポゼッションエンド",,,,,,
="0:29:57:89","相手チーム",,,,,,
="0:29:58:56",,,"森侑里",,"インターセプト",,
="0:30:01:60","ポゼッションスタート",,,,,,
="0:30:01:60","相手チーム",,,,,,
="0:30:10:74",,,"加藤匠人",,"ブロック",,
="0:30:39:37","ポゼッションエンド",,,,,,
="0:30:39:37","相手チーム",,,,,,
="0:31:08:23",,"GK","大川圭為",,,,
="0:31:19:34",,,"知久航介",,"インターセプト",,
="0:31:34:26",,"スローイン","三浦雅人",,,,
="0:31:36:16","ポゼッションスタート",,,,,,
="0:31:36:16","筑波大学",,,,,,
="0:31:38:83",,,"森海渡","ドリブル",,,
="0:31:46:23",,,"三浦雅人","ドリブル",,,
="0:31:46:23",,,,"クロス",,,
="0:31:54:21","ポゼッションエンド",,,,,,
="0:31:54:21","筑波大学",,,,,,
="0:32:03:95",,"スローイン","角田涼太郎",,,,
="0:32:11:63",,,"渡邊陽",,"インターセプト",,
="0:32:17:60",,,"森海渡",,,"オフサイド",
="0:32:34:38","相手チーム","FK",,,,,
="0:32:38:19",,,"角田涼太郎",,"ブロック",,
="0:32:45:49","ポゼッションスタート",,,,,,
="0:32:45:49","相手チーム",,,,,,
="0:32:51:93",,,"岩本翔",,"インターセプト",,
="0:32:52:03","ポゼッションエンド",,,,,,
="0:32:52:03","相手チーム",,,,,,
="0:32:57:97","ポゼッションスタート",,,,,,
="0:32:57:97","相手チーム",,,,,,
="0:33:06:75",,,"三浦雅人",,"ブロック",,
="0:33:13:62",,,"渡邊陽",,"ブロック",,
="0:33:13:62",,,,,"クリア",,
="0:33:18:83","ポゼッションエンド",,,,,,
="0:33:18:83","相手チーム",,,,,,
="0:33:22:06","ポゼッションスタート",,,,,,
="0:33:22:06","相手チーム",,,,,,
="0:33:29:30","ポゼッションエンド",,,,,,
="0:33:29:30","相手チーム",,,,,,
="0:33:54:73",,"GK","大川圭為",,,,
="0:34:07:64",,,"森海渡","ドリブル",,,
="0:34:22:26","ポゼッションスタート",,,,,,
="0:34:22:26","相手チーム",,,,,,
="0:34:46:75","ポゼッションエンド",,,,,,
="0:34:46:75","相手チーム",,,,,,
="0:34:47:15","相手チーム",,,,"被枠外シュート",,
="0:35:24:72","交代",,"手塚貴大",,,,
="0:35:24:72",,,"渡邊陽",,,,
="0:35:49:14",,"GK","大川圭為",,,,
="0:35:56:48",,,"岩本翔",,"ブロック",,
="0:36:00:92","相手チーム","スローイン",,,,,
="0:36:04:46",,,"手塚貴大",,"インターセプト",,
="0:36:24:31",,"スローイン","三浦雅人",,,,
="0:36:39:69",,"スローイン","三浦雅人",,,,
="0:36:52:31",,"スローイン","三浦雅人",,,,
="0:37:06:02",,,"山川哲史",,"ブロック",,
="0:37:07:29","ポゼッションスタート",,,,,,
="0:37:07:29","相手チーム",,,,,,
="0:37:14:06","ポゼッションエンド",,,,,,
="0:37:14:06","相手チーム",,,,,,
="0:37:16:16","ポゼッションスタート",,,,,,
="0:37:16:16","筑波大学",,,,,,
="0:37:29:71",,,"大川圭為",,"クリア",,
="0:37:39:25","ポゼッションエンド",,,,,,
="0:37:39:25","筑波大学",,,,,,
="0:37:45:43",,"スローイン","角田涼太郎",,,,
="0:37:57:11","ポゼッションスタート",,,,,,
="0:37:57:11","筑波大学",,,,,,
="0:38:05:58",,,"山川哲史",,"インターセプト",,
="0:38:07:98",,,"山川哲史","ドリブル",,,
="0:38:27:77","ポゼッションエンド",,,,,,
="0:38:27:77","筑波大学",,,,,,
="0:38:28:70",,,"三浦雅人","ドリブル",,,
="0:38:29:34",,,"三浦雅人","クロス",,,
="0:38:31:97","ポゼッションスタート",,,,,,
="0:38:31:97","相手チーム",,,,,,
="0:38:46:82","ポゼッションエンド",,,,,,
="0:38:46:82","相手チーム",,,,,,
="0:38:50:43","相手チーム","スローイン",,,,,
="0:38:54:73","ポゼッションスタート",,,,,,
="0:38:54:73","相手チーム",,,,,,
="0:39:17:49",,,"大川圭為",,,,"パンチング"
="0:39:20:99","ポゼッションエンド",,,,,,
="0:39:20:99","相手チーム",,,,,,
="0:39:23:43",,,"手塚貴大",,"ブロック",,
="0:39:27:23","相手チーム",,,,"被枠内シュート",,
="0:39:27:70",,,"大川圭為",,,,"セービング"
="0:39:40:98",,,"加藤匠人",,"インターセプト",,
="0:39:46:41","ポゼッションスタート",,,,,,
="0:39:46:41","筑波大学",,,,,,
