"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:00:43",,"キックオフ",,,,,
="0:00:01:00","ポゼッションスタート",,,,,,
="0:00:01:00","筑波大学",,,,,,
="0:00:08:37","ポゼッションエンド",,,,,,
="0:00:08:37","筑波大学",,,,,,
="0:00:14:78",,"スローイン","三浦雅人",,,,
="0:00:31:96","相手チーム","スローイン",,,,,
="0:00:37:00","ポゼッションスタート",,,,,,
="0:00:37:00","相手チーム",,,,,,
="0:00:45:47",,,"三浦雅人",,"クリア",,
="0:00:46:07","ポゼッションエンド",,,,,,
="0:00:46:07","相手チーム",,,,,,
="0:00:48:21","ポゼッションスタート",,,,,,
="0:00:48:21","筑波大学",,,,,,
="0:00:56:62",,,"三笘薫","ドリブル",,,
="0:00:58:99","ポゼッションエンド",,,,,,
="0:00:58:99","筑波大学",,,,,,
="0:00:59:52","ポゼッションスタート",,,,,,
="0:00:59:52","相手チーム",,,,,,
="0:01:03:89",,,"高嶺朋樹",,"ブロック",,
="0:01:08:03","ポゼッションエンド",,,,,,
="0:01:08:03","相手チーム",,,,,,
="0:01:09:40","ポゼッションスタート",,,,,,
="0:01:09:40","筑波大学",,,,,,
="0:01:30:92","ポゼッションエンド",,,,,,
="0:01:30:92","筑波大学",,,,,,
="0:01:32:35","ポゼッションスタート",,,,,,
="0:01:32:35","相手チーム",,,,,,
="0:01:48:90",,,"大川圭為",,,,"キャッチ"
="0:01:53:64","ポゼッションエンド",,,,,,
="0:01:53:64","相手チーム",,,,,,
="0:01:57:85","ポゼッションスタート",,,,,,
="0:01:57:85","筑波大学",,,,,,
="0:02:08:52",,,"山川哲史",,"クリア",,
="0:02:16:06","ポゼッションエンド",,,,,,
="0:02:16:06","筑波大学",,,,,,
="0:02:17:20","ポゼッションスタート",,,,,,
="0:02:17:20","相手チーム",,,,,,
="0:02:41:62",,,"知久航介",,"カット",,
="0:02:46:06","ポゼッションエンド",,,,,,
="0:02:46:06","相手チーム",,,,,,
="0:02:47:60","ポゼッションスタート",,,,,,
="0:02:47:60","筑波大学",,,,,,
="0:03:11:85",,,"角田涼太郎","ドリブル",,,
="0:03:20:26",,,"三浦雅人",,"インターセプト",,
="0:03:21:00","ポゼッションエンド",,,,,,
="0:03:21:00","筑波大学",,,,,,
="0:03:24:23","ポゼッションスタート",,,,,,
="0:03:24:23","筑波大学",,,,,,
="0:03:32:61",,,"高嶺朋樹","ドリブル",,,
="0:03:43:49",,,"三笘薫","ドリブル",,,
="0:03:48:92",,,"知久航介",,"インターセプト",,
="0:04:02:27",,,"池谷祐輔","ドリブル",,,
="0:04:10:88",,,"三笘薫",,"ブロック",,
="0:04:13:72","ポゼッションエンド",,,,,,
="0:04:13:72","筑波大学",,,,,,
="0:04:17:02","ポゼッションスタート",,,,,,
="0:04:17:02","筑波大学",,,,,,
