"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:37:60",,"キックオフ",,,,,
="0:00:44:23","相手チーム",,,,,"ファール",
="0:01:06:70",,"FK","大川圭為",,,,
="0:01:16:10",,,"山川哲史",,"ブロック",,
="0:01:26:16",,,"山川哲史",,"インターセプト",,
="0:01:26:16",,,,,"クリア",,
="0:01:39:06","ポゼッションスタート",,,,,,
="0:01:39:06","相手チーム",,,,,,
="0:01:42:00",,,"角田涼太郎",,"ブロック",,
="0:01:51:53","ポゼッションエンド",,,,,,
="0:01:51:53","相手チーム",,,,,,
="0:01:53:40",,,"山原怜音","ドリブル",,,
="0:01:53:83","ポゼッションスタート",,,,,,
="0:01:53:83","筑波大学",,,,,,
="0:02:00:53",,,"高嶺朋樹",,"クリア",,
="0:02:07:66","ポゼッションエンド",,,,,,
="0:02:07:66","筑波大学",,,,,,
="0:02:09:06","相手チーム","スローイン",,,,,
="0:02:20:70",,,"大川圭為",,,,"キャッチ"
="0:02:27:23","ポゼッションスタート",,,,,,
="0:02:27:23","筑波大学",,,,,,
="0:02:36:43",,,"渡邊陽",,"クリア",,
="0:02:44:33",,"スローイン","三笘薫",,,,
="0:02:49:16","ポゼッションエンド",,,,,,
="0:02:49:16","筑波大学",,,,,,
="0:02:49:56",,,"三笘薫","ドリブル",,,
="0:02:52:66","ポゼッションスタート",,,,,,
="0:02:52:66","筑波大学",,,,,,
="0:03:02:23","ポゼッションエンド",,,,,,
="0:03:02:23","筑波大学",,,,,,
="0:03:03:16",,"スローイン","三浦雅人",,,,
="0:03:09:30",,,"山川哲史",,"インターセプト",,
="0:03:18:26","ポゼッションスタート",,,,,,
="0:03:18:26","相手チーム",,,,,,
="0:03:21:23",,,"角田涼太郎",,"ブロック",,
="0:03:29:20","相手チーム","スローイン",,,,,
="0:03:29:46","ポゼッションエンド",,,,,,
="0:03:29:46","相手チーム",,,,,,
="0:03:32:93",,,"角田涼太郎",,"インターセプト",,
="0:03:48:16",,"スローイン","三浦雅人",,,,
="0:04:10:93",,,"三浦雅人",,"クリア",,
="0:04:21:63","ポゼッションスタート",,,,,,
="0:04:21:63","相手チーム",,,,,,
