"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:08:90","ポゼッションスタート",,,,,,
="0:00:08:90","相手チーム",,,,,,
="0:00:11:47",,"キックオフ",,,,,
="0:00:17:48",,,"角田涼太郎",,"インターセプト",,
="0:00:18:21",,,"角田涼太郎",,"クリア",,
="0:00:36:53","ポゼッションエンド",,,,,,
="0:00:36:53","相手チーム",,,,,,
="0:00:39:20",,,"森侑里",,"クリア",,
="0:00:56:55","相手チーム","スローイン",,,,,
="0:01:06:86",,,"知久航介",,"カット",,
="0:01:07:43",,,"知久航介",,"クリア",,
="0:01:14:77",,,"角田涼太郎",,"クリア",,
="0:01:23:21",,"スローイン","知久航介",,,,
="0:01:26:11","ポゼッションスタート",,,,,,
="0:01:26:11","筑波大学",,,,,,
="0:01:48:54","ポゼッションエンド",,,,,,
="0:01:48:54","筑波大学",,,,,,
="0:01:52:14",,,"山川哲史",,"カット",,
="0:01:53:11","ポゼッションスタート",,,,,,
="0:01:53:11","筑波大学",,,,,,
="0:01:56:41","ポゼッションエンド",,,,,,
="0:01:56:41","筑波大学",,,,,,
="0:01:58:65","ポゼッションスタート",,,,,,
="0:01:58:65","相手チーム",,,,,,
="0:02:10:49","ポゼッションエンド",,,,,,
="0:02:10:49","相手チーム",,,,,,
="0:02:11:96",,,"山川哲史",,"カット",,
="0:02:21:84",,,"知久航介",,"ブロック",,
="0:02:22:27","ポゼッションスタート",,,,,,
="0:02:22:27","筑波大学",,,,,,
="0:02:31:28",,,"高嶺朋樹",,"インターセプト",,
="0:02:37:95","ポゼッションエンド",,,,,,
="0:02:37:95","筑波大学",,,,,,
="0:02:40:36","ポゼッションスタート",,,,,,
="0:02:40:36","相手チーム",,,,,,
="0:02:45:06","ポゼッションエンド",,,,,,
="0:02:45:06","相手チーム",,,,,,
="0:02:48:13",,,"山川哲史",,"インターセプト",,
="0:02:57:31","ポゼッションスタート",,,,,,
="0:02:57:31","相手チーム",,,,,,
="0:03:05:25",,,"角田涼太郎",,"インターセプト",,
="0:03:05:65","ポゼッションエンド",,,,,,
="0:03:05:65","相手チーム",,,,,,
="0:03:14:19",,"スローイン","山原怜音",,,,
="0:03:20:60","ポゼッションスタート",,,,,,
="0:03:20:60","相手チーム",,,,,,
="0:03:24:97","相手チーム",,,,"被枠外シュート",,
="0:03:25:23","ポゼッションエンド",,,,,,
="0:03:25:23","相手チーム",,,,,,
="0:03:44:92",,"GK","大川圭為",,,,
="0:04:11:81","相手チーム","スローイン",,,,,
="0:04:13:85","ポゼッションスタート",,,,,,
="0:04:13:85","相手チーム",,,,,,
="0:04:27:43","ポゼッションエンド",,,,,,
="0:04:27:43","相手チーム",,,,,,
="0:04:30:80","相手チーム",,,,,"ファール",
="0:04:45:91",,"FK","角田涼太郎",,,,
="0:04:48:78","ポゼッションスタート",,,,,,
="0:04:48:78","筑波大学",,,,,,
="0:04:56:09","ポゼッションエンド",,,,,,
="0:04:56:09","筑波大学",,,,,,
="0:05:03:47","相手チーム","GK",,,,,
="0:05:14:04","ポゼッションスタート",,,,,,
="0:05:14:04","相手チーム",,,,,,
="0:05:18:31","ポゼッションエンド",,,,,,
="0:05:18:31","相手チーム",,,,,,
="0:05:19:45",,,"森侑里",,"インターセプト",,
="0:05:28:49","ポゼッションスタート",,,,,,
="0:05:28:49","相手チーム",,,,,,
="0:05:34:73","ポゼッションエンド",,,,,,
="0:05:34:73","相手チーム",,,,,,
="0:05:35:30",,,"知久航介",,"カット",,
="0:05:48:31","ポゼッションスタート",,,,,,
="0:05:48:31","筑波大学",,,,,,
="0:05:48:71",,,"大川圭為",,,,"キャッチ"
="0:05:54:52","ポゼッションエンド",,,,,,
="0:05:54:52","筑波大学",,,,,,
="0:06:03:06",,"スローイン","山原怜音",,,,
="0:06:16:14","ポゼッションスタート",,,,,,
="0:06:16:14","筑波大学",,,,,,
="0:06:17:01",,,"森侑里",,"インターセプト",,
="0:06:35:09","ポゼッションエンド",,,,,,
="0:06:35:09","筑波大学",,,,,,
="0:06:38:16","ポゼッションスタート",,,,,,
="0:06:38:16","相手チーム",,,,,,
="0:06:48:67","ポゼッションエンド",,,,,,
="0:06:48:67","相手チーム",,,,,,
="0:06:49:74",,,"角田涼太郎",,"インターセプト",,
="0:06:50:71","ポゼッションスタート",,,,,,
="0:06:50:71","筑波大学",,,,,,
="0:06:55:08",,,"三笘薫","ドリブル",,,
="0:07:00:52","ポゼッションエンド",,,,,,
="0:07:00:52","筑波大学",,,,,,
="0:07:01:68",,,"岩本翔","ドリブル",,,
