"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:12:07",,"キックオフ",,,,,
="0:00:12:94",,,"三浦雅人",,"ブロック",,
="0:00:20:82",,,"山原怜音",,"カット",,
="0:00:23:35",,,"和田育",,,"ファール",
="0:00:47:34","相手チーム","FK",,,,,
="0:00:55:55",,"スローイン","三浦雅人",,,,
="0:01:15:40","相手チーム","スローイン",,,,,
="0:01:17:31","ポゼッションスタート",,,,,,
="0:01:17:31","相手チーム",,,,,,
="0:01:25:05",,,"小林幹",,"ブロック",,
="0:01:37:76","ポゼッションエンド",,,,,,
="0:01:37:76","相手チーム",,,,,,
="0:01:58:71",,"GK","大川圭為",,,,
="0:02:09:39","ポゼッションスタート",,,,,,
="0:02:09:39","筑波大学",,,,,,
="0:02:09:79",,,"角田涼太郎",,"カット",,
="0:02:17:53","ポゼッションエンド",,,,,,
="0:02:17:53","筑波大学",,,,,,
="0:03:08:65",,"スローイン","三浦雅人",,,,
="0:03:12:55","ポゼッションスタート",,,,,,
="0:03:12:55","筑波大学",,,,,,
="0:03:19:49",,,"山川哲史","ドリブル",,,
="0:03:23:73","ポゼッションエンド",,,,,,
="0:03:23:73","筑波大学",,,,,,
="0:03:32:74","ポゼッションスタート",,,,,,
="0:03:32:74","相手チーム",,,,,,
="0:03:42:25","ポゼッションエンド",,,,,,
="0:03:42:25","相手チーム",,,,,,
="0:03:43:15",,,"三浦雅人",,"カット",,
="0:03:56:70",,"スローイン","三浦雅人",,,,
="0:04:00:94",,,"三浦雅人",,"クリア",,
="0:04:04:44","ポゼッションスタート",,,,,,
="0:04:04:44","相手チーム",,,,,,
="0:04:09:38","ポゼッションエンド",,,,,,
="0:04:09:38","相手チーム",,,,,,
="0:04:09:91",,,"山原怜音",,"インターセプト",,
="0:04:17:32","ポゼッションスタート",,,,,,
="0:04:17:32","相手チーム",,,,,,
="0:04:24:89",,,"三浦雅人",,"カット",,
="0:04:33:10","ポゼッションエンド",,,,,,
="0:04:33:10","相手チーム",,,,,,
="0:04:34:14","相手チーム",,,,"被枠外シュート",,
="0:04:37:91",,"GK","大川圭為",,,,
="0:04:38:87","ポゼッションスタート",,,,,,
="0:04:38:87","筑波大学",,,,,,
="0:04:46:75","ポゼッションエンド",,,,,,
="0:04:46:75","筑波大学",,,,,,
="0:04:53:62",,"スローイン","三浦雅人",,,,
="0:04:54:56","ポゼッションスタート",,,,,,
="0:04:54:56","筑波大学",,,,,,
="0:05:18:45","ポゼッションエンド",,,,,,
="0:05:18:45","筑波大学",,,,,,
="0:05:22:62",,,"高嶺朋樹",,,"ファール",
="0:05:33:83","相手チーム","FK",,,,,
="0:05:49:08","ポゼッションスタート",,,,,,
="0:05:49:08","相手チーム",,,,,,
="0:06:11:53","ポゼッションエンド",,,,,,
="0:06:11:53","相手チーム",,,,,,
="0:06:12:43",,,"三浦雅人",,"ブロック",,
="0:06:18:91","相手チーム","スローイン",,,,,
="0:06:19:94","ポゼッションスタート",,,,,,
="0:06:19:94","相手チーム",,,,,,
="0:06:32:89","ポゼッションエンド",,,,,,
="0:06:32:89","相手チーム",,,,,,
="0:06:33:62","相手チーム",,,,,"オフサイド",
="0:06:45:20",,"FK","三浦雅人",,,,
="0:06:45:73","ポゼッションスタート",,,,,,
="0:06:45:73","筑波大学",,,,,,
="0:07:01:68",,,"三笘薫","ドリブル",,,
="0:07:04:89",,,"小林幹",,,"ファール",
="0:07:05:35","ポゼッションエンド",,,,,,
="0:07:05:35","筑波大学",,,,,,
="0:07:35:05","相手チーム","FK",,,,,
="0:07:42:12","ポゼッションスタート",,,,,,
="0:07:42:12","相手チーム",,,,,,
="0:07:47:03",,,"三浦雅人",,"カット",,
="0:07:56:27","ポゼッションエンド",,,,,,
="0:07:56:27","相手チーム",,,,,,
="0:07:57:14",,,"大川圭為",,,,"キャッチ"
="0:07:59:51","ポゼッションスタート",,,,,,
="0:07:59:51","筑波大学",,,,,,
="0:08:04:08",,,"三笘薫","ドリブル",,,
="0:08:09:15",,,"高嶺朋樹","ドリブル",,,
="0:08:18:16","ポゼッションエンド",,,,,,
="0:08:18:16","筑波大学",,,,,,
="0:08:20:83","ポゼッションスタート",,,,,,
="0:08:20:83","相手チーム",,,,,,
="0:08:32:21",,,"小林幹",,,"ファール",
="0:08:32:54","ポゼッションエンド",,,,,,
="0:08:32:54","相手チーム",,,,,,
="0:08:56:63","相手チーム","FK",,,,,
="0:09:02:77",,,"角田涼太郎",,"ブロック",,
="0:09:19:42","相手チーム","スローイン",,,,,
="0:09:23:86","ポゼッションスタート",,,,,,
="0:09:23:86","相手チーム",,,,,,
