"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:09:00",,"キックオフ",,,,,
="0:00:16:41","相手チーム",,,,,"ファール",
="0:00:28:52",,"FK","加藤潤",,,,
="0:00:31:49",,,"三笘薫","ドリブル",,,
="0:00:36:23",,,"和田育","ドリブル",,,
="0:00:37:03","得点",,"和田育","枠内シュート",,,
="0:01:10:23","ポゼッションスタート",,,,,,
="0:01:10:23","相手チーム",,,,,,
="0:01:48:50","ポゼッションエンド",,,,,,
="0:01:48:50","相手チーム",,,,,,
="0:01:53:01","相手チーム",,,,"被枠内シュート",,
="0:01:53:01","失点",,,,,,
="0:02:16:77","ポゼッションスタート",,,,,,
="0:02:16:77","筑波大学",,,,,,
="0:02:23:20","ポゼッションエンド",,,,,,
="0:02:23:20","筑波大学",,,,,,
="0:02:25:14","ポゼッションスタート",,,,,,
="0:02:25:14","相手チーム",,,,,,
="0:02:27:94","ポゼッションエンド",,,,,,
="0:02:27:94","相手チーム",,,,,,
="0:02:29:18",,,"三笘薫",,"カット",,
="0:02:30:51","ポゼッションスタート",,,,,,
="0:02:30:51","筑波大学",,,,,,
="0:02:31:35",,,"三笘薫","ドリブル",,,
="0:02:35:28","ポゼッションエンド",,,,,,
="0:02:35:28","筑波大学",,,,,,
="0:02:40:52",,,"知久航介",,"ブロック",,
="0:02:42:09","ポゼッションスタート",,,,,,
="0:02:42:09","筑波大学",,,,,,
="0:02:58:51","ポゼッションエンド",,,,,,
="0:02:58:51","筑波大学",,,,,,
="0:03:00:48",,"スローイン","加藤潤",,,,
="0:03:12:12","ポゼッションスタート",,,,,,
="0:03:12:12","筑波大学",,,,,,
="0:03:21:36","ポゼッションエンド",,,,,,
="0:03:21:36","筑波大学",,,,,,
="0:03:27:54",,"スローイン","三浦雅人",,,,
="0:03:32:47","ポゼッションスタート",,,,,,
="0:03:32:47","筑波大学",,,,,,
="0:03:47:26","ポゼッションエンド",,,,,,
="0:03:47:26","筑波大学",,,,,,
="0:03:49:56","ポゼッションスタート",,,,,,
="0:03:49:56","相手チーム",,,,,,
="0:03:57:20","ポゼッションエンド",,,,,,
="0:03:57:20","相手チーム",,,,,,
="0:04:10:41",,"スローイン","三浦雅人",,,,
="0:04:14:08","ポゼッションスタート",,,,,,
="0:04:14:08","筑波大学",,,,,,
="0:04:33:57","ポゼッションエンド",,,,,,
="0:04:33:57","筑波大学",,,,,,
="0:04:35:84","ポゼッションスタート",,,,,,
="0:04:35:84","相手チーム",,,,,,
="0:04:42:48","ポゼッションエンド",,,,,,
="0:04:42:48","相手チーム",,,,,,
="0:05:06:84",,"GK","大川圭為",,,,
="0:05:20:08","相手チーム","スローイン",,,,,
="0:05:27:62",,,"加藤潤",,"インターセプト",,
="0:05:28:36","ポゼッションスタート",,,,,,
="0:05:28:36","筑波大学",,,,,,
="0:05:48:94",,,"三浦雅人","ドリブル",,,
="0:05:51:31","ポゼッションエンド",,,,,,
="0:05:51:31","筑波大学",,,,,,
="0:05:52:11","相手チーム",,,,,"ファール",
="0:06:18:57","ポゼッションスタート",,,,,,
="0:06:18:57","筑波大学",,,,,,
="0:06:18:74",,"FK","高嶺朋樹",,,,
="0:06:31:59",,,"小林幹","ドリブル",,,
="0:06:43:03",,,"高嶺朋樹","ドリブル",,,
="0:06:48:27",,,"三浦雅人","クロス",,,
="0:07:01:68",,,"三浦雅人","クロス",,,
="0:07:06:99",,,"山原怜音",,"カット",,
="0:07:17:37","ポゼッションエンド",,,,,,
="0:07:17:37","筑波大学",,,,,,
="0:07:42:82","相手チーム","スローイン",,,,,
="0:07:54:30",,"スローイン","加藤潤",,,,
="0:07:58:01","ポゼッションスタート",,,,,,
="0:07:58:01","筑波大学",,,,,,
="0:07:59:07",,,"高嶺朋樹","ドリブル",,,
